text,department,sentiment,urgency,is_abusive
"Aadhaar update nahi ho raha, portal crash ho raha hai emergency hai abhi turant help chahiye",Government,negative,high,0
"Call drop ho rahi hai baar baar, baat nahi ho pa rahi request hai",Telecom,neutral,low,0
"Net banking band ho gaya hai, login nahi ho raha bilkul bhi sab jhooth bolte ho",Banking,negative,medium,0
Hospital bill mein galat charges add kiye gaye hain jaan ka khatra hai please urgent basis par,Healthcare,negative,high,0
"Waiting room ki haalat bahut kharab hai, cleaning nahi hoti ummeed hai theek hoga",Railways,neutral,medium,0
Order cancel kar diya aapne meri permission bina bahut serious matter hai ye turant resolve karo,E-Commerce,negative,high,0
Passport application status update nahi ho raha weeks se very disappointed,Government,negative,medium,0
"Bijli bill bahut zyada aaya is baar, double ho gaya update chahiye complaint ka",Electricity,neutral,medium,0
Port request reject kar diya bina koi reason bataye agar possible ho to theek kar dena,Telecom,neutral,low,0
Mera savings account freeze kar diya without any notice aap log bahut helpful hote hain usually,Banking,positive,low,0
"Delivery boy ne rude behave kiya, acceptable nahi update chahiye complaint ka",E-Commerce,neutral,medium,0
"Product quality bahut kharab hai, waste of money jab possible ho theek kar dena",E-Commerce,neutral,low,0
Voltage fluctuation se ghar ka saman kharab ho gaya request hai,Electricity,neutral,medium,0
PAN card address update nahi ho rahi online ummeed hai theek hoga,Government,neutral,low,0
"Wrong product bheja gaya, size aur color dono galat bilkul galat hai",E-Commerce,negative,low,0
Doctor ne appointment cancel kar diya last minute par bohot pareshaan hoon is issue se please help,Healthcare,negative,medium,0
Reservation coach mein general passengers aa gaye aap log bahut helpful hote hain usually,Railways,positive,low,0
Order cancel kar diya aapne meri permission bina solution chahiye,E-Commerce,neutral,medium,0
Order cancel kar diya aapne meri permission bina critical situation hai please help karo abhi,E-Commerce,negative,high,0
Roaming charges bahut zyada laga diye trip mein itna bura experience pehle kabhi nahi tha,Telecom,negative,low,0
"Supply 12 ghante se band hai, koi update nahi de raha update chahiye complaint ka",Electricity,neutral,low,0
"Wrong product bheja gaya, size aur color dono galat cheat kar rahe ho khullam khulla",E-Commerce,negative,medium,1
New connection ke liye 3 mahine se wait kar rahe hain slowly but theek kar dena please,Electricity,neutral,low,0
"Delivery boy ne rude behave kiya, acceptable nahi barbaad kar diya",E-Commerce,negative,medium,1
Platform ticket machine kaam nahi kar rahi bahut gussa aa raha hai,Railways,negative,low,0
"Transformer kharab hai colony mein, koi nahi aa raha fix karne bijli 12 ghante se gai hai emergency hai",Electricity,negative,high,0
5G plan liya par 4G bhi nahi milta area mein solution chahiye,Telecom,neutral,low,0
ATM se cash nahi nikla but account se deduct ho gaya yaar worst service,Banking,negative,medium,0
"AC coach mein AC band hai, bahut garmi ho rahi hai aasha hai jaldi theek hoga",Railways,positive,low,0
Discount nahi mila jo website par show ho raha tha ambulance late aayi aur patient critical tha,E-Commerce,negative,high,0
Medicines expire ho chuki thi jo di gayi bijli 12 ghante se gai hai emergency hai,Healthcare,negative,high,0
Property registration mein delays ho rahi hain confident hoon aap resolve kar lenge,Government,positive,low,0
"Credit card ka bill galat hai, extra charges laga diye unhone ye toh zabardasti hai",Banking,negative,medium,0
Income certificate ke liye 2 mahine se chakkar laga raha hoon complaint darz kar raha hoon,Government,neutral,low,0
Discount nahi mila jo website par show ho raha tha bahut shukriya pehle se help ke liye,E-Commerce,positive,low,0
Order cancel kar diya aapne meri permission bina bakwaas company hai,E-Commerce,negative,medium,1
Caste certificate reject ho gaya without reason 2-3 din mein resolve karo please,Government,neutral,medium,0
Port request reject kar diya bina koi reason bataye ek baar bhi sahi se nahi kiya,Telecom,negative,medium,0
"Refund pending hai 15 din se, paisa wapas karo aasha hai jaldi theek hoga",E-Commerce,positive,low,0
Roaming charges bahut zyada laga diye trip mein shame on you,Telecom,negative,medium,0
"mera account se paise kat gaye bina kisi reason ke, please help karo ye toh zabardasti hai",Banking,negative,low,0
Port request reject kar diya bina koi reason bataye confident hoon aap resolve kar lenge,Telecom,positive,low,0
"Product quality bahut kharab hai, waste of money agar possible ho to theek kar dena",E-Commerce,neutral,low,0
Insurance claim reject ho gaya without valid reason bilkul galat hai,Healthcare,negative,medium,0
"Network nahi aa raha ghar pe, signal bilkul zero hai request hai",Telecom,neutral,low,0
Property registration mein delays ho rahi hain disgusting,Government,negative,low,0
"Meter reading galat hai, humne check kiya bahut shukriya pehle se help ke liye",Electricity,positive,low,0
ATM se cash nahi nikla but account se deduct ho gaya yaar bahut bura laga,Banking,negative,low,0
"Transformer kharab hai colony mein, koi nahi aa raha fix karne ek baar bhi sahi se nahi kiya",Electricity,negative,low,0
"Power cut ho rahi hai roz roz, kab theek hoga aap log bahut helpful hote hain usually",Electricity,positive,low,0
"Lineman bribe maang raha hai connection ke liye, wrong hai ye chor hain sab",Electricity,negative,medium,1
"Mera cheque bounce ho gaya unnecessarily, koi reason nahi diya aasha hai jaldi theek hoga",Banking,positive,low,0
Port request reject kar diya bina koi reason bataye har din aata hoon office mein issue hai,Telecom,neutral,medium,0
"Khana bahut ganda tha train mein, quality zero hai chor hain sab",Railways,negative,medium,1
Station par porter ne bahut zyada charge kiya please resolve,Railways,neutral,medium,0
"Net banking band ho gaya hai, login nahi ho raha bilkul bhi aasha hai jaldi theek hoga",Banking,positive,low,0
"FD maturity ke paise abhi tak nahi mile, kitna wait karein solution chahiye",Banking,neutral,low,0
Sarkari officer bribe maang raha hai kaam karne ke liye itna bura experience pehle kabhi nahi tha,Government,negative,medium,0
"Refund nahi mila cancelled ticket ka, 2 mahine ho gaye request hai",Railways,neutral,medium,0
"Call drop ho rahi hai baar baar, baat nahi ho pa rahi bilkul galat hai",Telecom,negative,medium,0
"Ward mein cleanliness bahut kharab hai, infection risk confident hoon aap resolve kar lenge",Healthcare,positive,low,0
Order deliver nahi hua par delivered show ho raha hai app mein sab jhooth bolte ho,E-Commerce,negative,medium,0
RTI application ka jawab nahi mila 30 din mein solution chahiye,Government,neutral,low,0
"Lineman bribe maang raha hai connection ke liye, wrong hai ye request hai",Electricity,neutral,low,0
"Transformer kharab hai colony mein, koi nahi aa raha fix karne aap log bahut helpful hote hain usually",Electricity,positive,low,0
"Wrong product bheja gaya, size aur color dono galat bahut gussa aa raha hai",E-Commerce,negative,medium,0
RTI application ka jawab nahi mila 30 din mein ummeed hai is baar bhi theek kar denge,Government,positive,low,0
"Recharge kiya par balance nahi aaya, paisa waste ho gaya let me know the status",Telecom,neutral,medium,0
"Doctor ne theek se examine nahi kiya, jaldi mein tha unacceptable",Healthcare,negative,medium,0
Order cancel kar diya aapne meri permission bina bahut gussa aa raha hai,E-Commerce,negative,medium,0
"mera account se paise kat gaye bina kisi reason ke, please help karo bahut bura laga",Banking,negative,medium,0
Online appointment system kaam nahi kar raha request hai,Healthcare,neutral,low,0
Station par porter ne bahut zyada charge kiya bahut shukriya pehle se help ke liye,Railways,positive,low,0
Station par porter ne bahut zyada charge kiya unacceptable,Railways,negative,medium,0
Passport application status update nahi ho raha weeks se bahut nirasha hui,Government,negative,low,0
"Refund pending hai 15 din se, paisa wapas karo no rush but complaint darz kar raha hoon",E-Commerce,neutral,low,0
Property registration mein delays ho rahi hain please help karo,Government,neutral,low,0
"Train mein theft ho gaya, TTE kuch nahi kar raha inform kar dena jab theek ho",Railways,neutral,low,0
"Khana bahut ganda tha train mein, quality zero hai inform kar dena jab theek ho",Railways,neutral,low,0
UPI transaction fail ho gayi par paise cut ho gaye account se ullu banate ho customers ko,Banking,negative,medium,1
"Fake product mila, original nahi tha bilkul ummeed hai is baar bhi theek kar denge",E-Commerce,positive,low,0
"Ambulance bahut late aayi emergency mein, dangerous tha itna bura experience pehle kabhi nahi tha",Healthcare,negative,medium,0
Medicines expire ho chuki thi jo di gayi accident ho gaya hospital se baat karo,Healthcare,negative,high,0
"Customer care number pe koi nahi uthata, 1 ghante se hold par hoon bahut bura laga",Telecom,negative,medium,0
ATM se cash nahi nikla but account se deduct ho gaya yaar ummeed hai is baar bhi theek kar denge,Banking,positive,low,0
"Mobile banking app crash ho rahi hai baar baar, useless app jab time mile tab resolve kar dena",Banking,neutral,low,0
"Train 5 ghante late hai, koi announcement nahi ki disgusting",Railways,negative,medium,0
"Fake product mila, original nahi tha bilkul kaafi din se yeh problem chal rahi hai",E-Commerce,neutral,medium,0
"Fake product mila, original nahi tha bilkul unacceptable",E-Commerce,negative,low,0
"Network nahi aa raha ghar pe, signal bilkul zero hai bahut bura laga",Telecom,negative,medium,0
"SMS nahi aa raha important messages, very problematic mujhe jaankari chahiye",Telecom,neutral,medium,0
"Product quality bahut kharab hai, waste of money update chahiye complaint ka",E-Commerce,neutral,low,0
"Product damaged mila box kholne par, quality check nahi tha jab time mile tab resolve kar dena",E-Commerce,neutral,low,0
"Mera cheque bounce ho gaya unnecessarily, koi reason nahi diya bahut gussa aa raha hai",Banking,negative,medium,0
Port request reject kar diya bina koi reason bataye shame on you,Telecom,negative,low,0
ATM se cash nahi nikla but account se deduct ho gaya yaar please resolve,Banking,neutral,medium,0
Outgoing calls band kar di bina kisi warning ke team pe bharosa hai,Telecom,positive,low,0
Return request reject ho gaya bina reason ke bahut shukriya pehle se help ke liye,E-Commerce,positive,low,0
Online appointment system kaam nahi kar raha fraud system hai ye,Healthcare,negative,medium,1
Online appointment system kaam nahi kar raha itna bura experience pehle kabhi nahi tha,Healthcare,negative,low,0
"Customer care number pe koi nahi uthata, 1 ghante se hold par hoon bahut serious matter hai ye turant resolve karo",Telecom,negative,high,0
Seller ne galat description diya product ka ek baar bhi sahi se nahi kiya,E-Commerce,negative,medium,0
Order deliver nahi hua par delivered show ho raha hai app mein koi urgent nahi hai but issue hai please dekh lena,E-Commerce,neutral,low,0
5G plan liya par 4G bhi nahi milta area mein 2-3 din mein resolve karo please,Telecom,negative,medium,0
"Internet speed bahut slow hai, 2G jaisi feel ho rahi hai let me know the status",Telecom,neutral,low,0
"Khana bahut ganda tha train mein, quality zero hai confident hoon aap resolve kar lenge",Railways,positive,low,0
"COD order mein bhi advance payment maang rahe ho, why pichle baar bahut achha support mila tha",E-Commerce,positive,low,0
Platform ticket machine kaam nahi kar rahi aasha hai jaldi theek hoga,Railways,positive,low,0
"COD order mein bhi advance payment maang rahe ho, why bahut nirasha hui",E-Commerce,negative,medium,0
"Meter reading galat hai, humne check kiya ullu banate ho customers ko",Electricity,negative,medium,1
Property registration mein delays ho rahi hain jab possible ho theek kar dena,Government,neutral,low,0
Voltage fluctuation se ghar ka saman kharab ho gaya pareshaan kar diya,Electricity,negative,medium,0
"Product quality bahut kharab hai, waste of money 2-3 din mein resolve karo please",E-Commerce,neutral,medium,0
"Bijli bill bahut zyada aaya is baar, double ho gaya bahut shukriya pehle se help ke liye",Electricity,positive,low,0
"Lineman bribe maang raha hai connection ke liye, wrong hai ye bimar bachha hai ghar mein urgent help",Electricity,negative,high,0
"Delivery boy ne rude behave kiya, acceptable nahi bahut nirasha hui",E-Commerce,negative,medium,0
"Recharge kiya par balance nahi aaya, paisa waste ho gaya unacceptable",Telecom,negative,medium,0
"Khana bahut ganda tha train mein, quality zero hai accident ho gaya hospital se baat karo",Railways,negative,high,0
"Lineman bribe maang raha hai connection ke liye, wrong hai ye complaint darz kar raha hoon",Electricity,neutral,low,0
UPI transaction fail ho gayi par paise cut ho gaye account se bahut serious matter hai ye turant resolve karo,Banking,negative,high,0
"Mobile banking app crash ho rahi hai baar baar, useless app pichle baar bahut achha support mila tha",Banking,positive,low,0
Port request reject kar diya bina koi reason bataye unacceptable,Telecom,negative,medium,0
New connection ke liye 3 mahine se wait kar rahe hain inform kar dena jab theek ho,Electricity,neutral,medium,0
"Meter reading galat hai, humne check kiya shame on you",Electricity,negative,medium,0
"SMS nahi aa raha important messages, very problematic ummeed hai is baar bhi theek kar denge",Telecom,positive,low,0
Discount nahi mila jo website par show ho raha tha bahut nirasha hui,E-Commerce,negative,low,0
OTP nahi aa raha important verification ke liye koi urgent nahi hai but issue hai please dekh lena,Telecom,neutral,low,0
Online appointment system kaam nahi kar raha bahut nirasha hui,Healthcare,negative,low,0
Bill online pay kiya par receipt nahi mili abhi tak jab possible ho theek kar dena,Electricity,neutral,low,0
Medicines expire ho chuki thi jo di gayi koi bata sakta hai kya,Healthcare,neutral,medium,0
"SMS nahi aa raha important messages, very problematic shame on you",Telecom,negative,low,0
Interest rate galat calculate ki gayi meri FD par pichle baar bahut achha support mila tha,Banking,positive,low,0
"Bijli bill bahut zyada aaya is baar, double ho gaya shame on you",Electricity,negative,medium,0
"Waiting room ki haalat bahut kharab hai, cleaning nahi hoti jab time mile tab resolve kar dena",Railways,neutral,low,0
"Ward mein cleanliness bahut kharab hai, infection risk emergency hai abhi turant help chahiye",Healthcare,negative,high,0
Income certificate ke liye 2 mahine se chakkar laga raha hoon please help karo,Government,neutral,low,0
"Network nahi aa raha ghar pe, signal bilkul zero hai ye toh zabardasti hai",Telecom,negative,medium,0
RTI application ka jawab nahi mila 30 din mein aap log bahut helpful hote hain usually,Government,positive,low,0
Scholarship nahi mili jo milni chahiye thi students ko shame on you,Government,negative,low,0
Passport application status update nahi ho raha weeks se important kaam ruk gaya is wajah se please,Government,negative,medium,0
PAN card address update nahi ho rahi online team pe bharosa hai,Government,positive,low,0
Discount nahi mila jo website par show ho raha tha solution chahiye,E-Commerce,neutral,medium,0
OTP nahi aa raha important verification ke liye accident ho gaya hospital se baat karo,Telecom,negative,high,0
"Network nahi aa raha ghar pe, signal bilkul zero hai worst service",Telecom,negative,medium,0
"Khana bahut ganda tha train mein, quality zero hai itna bura experience pehle kabhi nahi tha",Railways,negative,medium,0
"Train 5 ghante late hai, koi announcement nahi ki complaint darz kar raha hoon",Railways,neutral,low,0
Discount nahi mila jo website par show ho raha tha request hai,E-Commerce,neutral,low,0
OTP nahi aa raha important verification ke liye bahut shukriya pehle se help ke liye,Telecom,positive,low,0
"Net banking band ho gaya hai, login nahi ho raha bilkul bhi please resolve",Banking,neutral,low,0
"Call drop ho rahi hai baar baar, baat nahi ho pa rahi ambulance late aayi aur patient critical tha",Telecom,negative,high,0
"Khana bahut ganda tha train mein, quality zero hai unacceptable",Railways,negative,medium,0
Mera savings account freeze kar diya without any notice disgusting,Banking,negative,low,0
"Ambulance bahut late aayi emergency mein, dangerous tha koi urgent nahi hai but issue hai please dekh lena",Healthcare,neutral,low,0
"Aadhaar update nahi ho raha, portal crash ho raha hai bijli 12 ghante se gai hai emergency hai",Government,negative,high,0
Ticket confirm nahi hua par paise kat gaye account se dekhte hain kya hota hai,Railways,neutral,medium,0
Scholarship nahi mili jo milni chahiye thi students ko update chahiye complaint ka,Government,neutral,low,0
Insurance claim reject ho gaya without valid reason bimar bachha hai ghar mein urgent help,Healthcare,negative,high,0
"Product quality bahut kharab hai, waste of money let me know the status",E-Commerce,neutral,medium,0
"Product damaged mila box kholne par, quality check nahi tha pichle baar bahut achha support mila tha",E-Commerce,positive,low,0
"Supply 12 ghante se band hai, koi update nahi de raha bewakoof log",Electricity,negative,medium,1
UPI transaction fail ho gayi par paise cut ho gaye account se bahut nirasha hui,Banking,negative,low,0
Caste certificate reject ho gaya without reason ye toh zabardasti hai,Government,negative,low,0
"Ambulance bahut late aayi emergency mein, dangerous tha bahut serious matter hai ye turant resolve karo",Healthcare,negative,high,0
Caste certificate reject ho gaya without reason bahut gussa aa raha hai,Government,negative,medium,0
Bill online pay kiya par receipt nahi mili abhi tak koi urgent nahi hai but issue hai please dekh lena,Electricity,neutral,low,0
"Lab report galat aayi, second test mein alag results update chahiye complaint ka",Healthcare,neutral,low,0
"Wrong product bheja gaya, size aur color dono galat ye toh zabardasti hai",E-Commerce,negative,low,0
Discount nahi mila jo website par show ho raha tha bewakoof log,E-Commerce,negative,medium,1
"Transformer kharab hai colony mein, koi nahi aa raha fix karne dekhte hain kya hota hai",Electricity,neutral,low,0
"Refund nahi mila cancelled ticket ka, 2 mahine ho gaye bahut bura laga",Railways,negative,low,0
"Meter reading galat hai, humne check kiya let me know the status",Electricity,neutral,low,0
"Bank branch mein koi sunata hi nahi, staff bahut rude hai ek baar bhi sahi se nahi kiya",Banking,negative,medium,0
Platform ticket machine kaam nahi kar rahi please help karo,Railways,neutral,low,0
Doctor ne appointment cancel kar diya last minute par ek baar bhi sahi se nahi kiya,Healthcare,negative,low,0
"Credit card ka bill galat hai, extra charges laga diye unhone complaint darz kar raha hoon",Banking,neutral,low,0
"Lab report galat aayi, second test mein alag results inform kar dena jab theek ho",Healthcare,neutral,low,0
UPI transaction fail ho gayi par paise cut ho gaye account se jab possible ho theek kar dena,Banking,neutral,low,0
"Mera cheque bounce ho gaya unnecessarily, koi reason nahi diya koi urgent nahi hai but issue hai please dekh lena",Banking,neutral,low,0
PAN card address update nahi ho rahi online sab jhooth bolte ho,Government,negative,medium,0
"Power cut ho rahi hai roz roz, kab theek hoga kab theek hoga",Electricity,negative,low,0
"Refund nahi mila cancelled ticket ka, 2 mahine ho gaye bilkul galat hai",Railways,negative,low,0
Outgoing calls band kar di bina kisi warning ke jab possible ho theek kar dena,Telecom,neutral,low,0
"FD maturity ke paise abhi tak nahi mile, kitna wait karein 2-3 din mein resolve karo please",Banking,neutral,medium,0
"Product quality bahut kharab hai, waste of money ye toh zabardasti hai",E-Commerce,negative,low,0
"COD order mein bhi advance payment maang rahe ho, why team pe bharosa hai",E-Commerce,positive,low,0
Platform ticket machine kaam nahi kar rahi slowly but theek kar dena please,Railways,neutral,low,0
ATM se cash nahi nikla but account se deduct ho gaya yaar very disappointed,Banking,negative,low,0
Passport application status update nahi ho raha weeks se inform kar dena jab theek ho,Government,neutral,low,0
"Meter reading galat hai, humne check kiya inform kar dena jab theek ho",Electricity,neutral,medium,0
"Ward mein cleanliness bahut kharab hai, infection risk shame on you",Healthcare,negative,medium,0
Order deliver nahi hua par delivered show ho raha hai app mein emergency hai abhi turant help chahiye,E-Commerce,negative,high,0
"Refund pending hai 15 din se, paisa wapas karo accident ho gaya hospital se baat karo",E-Commerce,negative,high,0
"Loan EMI double deduct ho gayi is month, very frustrating request hai",Banking,neutral,low,0
New connection ke liye 3 mahine se wait kar rahe hain request hai,Electricity,neutral,medium,0
Ticket confirm nahi hua par paise kat gaye account se disgusting,Railways,negative,medium,0
Medicines expire ho chuki thi jo di gayi agar possible ho to theek kar dena,Healthcare,neutral,low,0
Medicines expire ho chuki thi jo di gayi team pe bharosa hai,Healthcare,positive,low,0
Doctor ne appointment cancel kar diya last minute par shame on you,Healthcare,negative,low,0
"Train 5 ghante late hai, koi announcement nahi ki bahut nirasha hui",Railways,negative,medium,0
"FD maturity ke paise abhi tak nahi mile, kitna wait karein confident hoon aap resolve kar lenge",Banking,positive,low,0
"Train mein theft ho gaya, TTE kuch nahi kar raha very disappointed",Railways,negative,medium,0
"Fake product mila, original nahi tha bilkul please help karo",E-Commerce,neutral,medium,0
Hospital bill mein galat charges add kiye gaye hain team pe bharosa hai,Healthcare,positive,low,0
"COD order mein bhi advance payment maang rahe ho, why koi bata sakta hai kya",E-Commerce,neutral,medium,0
"COD order mein bhi advance payment maang rahe ho, why dekhte hain kya hota hai",E-Commerce,neutral,medium,0
Voltage fluctuation se ghar ka saman kharab ho gaya koi bata sakta hai kya,Electricity,neutral,low,0
"Medicine out of stock hai, alternative nahi bataya pichle baar bahut achha support mila tha",Healthcare,positive,low,0
Online appointment system kaam nahi kar raha team pe bharosa hai,Healthcare,positive,low,0
"Lab report galat aayi, second test mein alag results important kaam ruk gaya is wajah se please",Healthcare,negative,medium,0
"Supply 12 ghante se band hai, koi update nahi de raha aap log bahut helpful hote hain usually",Electricity,positive,low,0
UPI transaction fail ho gayi par paise cut ho gaye account se kab theek hoga,Banking,negative,low,0
5G plan liya par 4G bhi nahi milta area mein dekhte hain kya hota hai,Telecom,neutral,low,0
"COD order mein bhi advance payment maang rahe ho, why bewakoof log",E-Commerce,negative,medium,1
Doctor ne appointment cancel kar diya last minute par pareshaan kar diya,Healthcare,negative,medium,0
"Doctor ne theek se examine nahi kiya, jaldi mein tha aasha hai jaldi theek hoga",Healthcare,positive,low,0
"Pension ruk gayi hai, senior citizen ko bahut problem hai ek baar bhi sahi se nahi kiya",Government,negative,low,0
"Doctor ne theek se examine nahi kiya, jaldi mein tha sab jhooth bolte ho",Healthcare,negative,medium,0
Discount nahi mila jo website par show ho raha tha pareshaan kar diya,E-Commerce,negative,low,0
UPI transaction fail ho gayi par paise cut ho gaye account se ummeed hai is baar bhi theek kar denge,Banking,positive,low,0
"Meter reading galat hai, humne check kiya agar possible ho to theek kar dena",Electricity,neutral,low,0
"Supply 12 ghante se band hai, koi update nahi de raha bahut bura laga",Electricity,negative,medium,0
"Credit card ka bill galat hai, extra charges laga diye unhone aap log bahut helpful hote hain usually",Banking,positive,low,0
"Customer care number pe koi nahi uthata, 1 ghante se hold par hoon bahut shukriya pehle se help ke liye",Telecom,positive,low,0
"Mobile banking app crash ho rahi hai baar baar, useless app unacceptable",Banking,negative,low,0
"Ambulance bahut late aayi emergency mein, dangerous tha ummeed hai is baar bhi theek kar denge",Healthcare,positive,low,0
"Ward mein cleanliness bahut kharab hai, infection risk complaint darz kar raha hoon",Healthcare,neutral,low,0
"Aadhaar update nahi ho raha, portal crash ho raha hai ye toh zabardasti hai",Government,negative,low,0
"Meter reading galat hai, humne check kiya har din aata hoon office mein issue hai",Electricity,negative,medium,0
Ticket confirm nahi hua par paise kat gaye account se important kaam ruk gaya is wajah se please,Railways,negative,medium,0
"Lab report galat aayi, second test mein alag results shame on you",Healthcare,negative,medium,0
"Recharge kiya par balance nahi aaya, paisa waste ho gaya bahut nirasha hui",Telecom,negative,low,0
"Aadhaar update nahi ho raha, portal crash ho raha hai cheat kar rahe ho khullam khulla",Government,negative,medium,1
5G plan liya par 4G bhi nahi milta area mein ye toh zabardasti hai,Telecom,negative,medium,0
Online appointment system kaam nahi kar raha koi bata sakta hai kya,Healthcare,neutral,low,0
PAN card address update nahi ho rahi online bahut shukriya pehle se help ke liye,Government,positive,low,0
"Loan EMI double deduct ho gayi is month, very frustrating aasha hai jaldi theek hoga",Banking,positive,low,0
"Customer care number pe koi nahi uthata, 1 ghante se hold par hoon solution chahiye",Telecom,neutral,low,0
"Mera cheque bounce ho gaya unnecessarily, koi reason nahi diya fraud system hai ye",Banking,negative,medium,1
Outgoing calls band kar di bina kisi warning ke bahut nirasha hui,Telecom,negative,low,0
"Transformer kharab hai colony mein, koi nahi aa raha fix karne kaafi din se yeh problem chal rahi hai",Electricity,neutral,medium,0
Order deliver nahi hua par delivered show ho raha hai app mein bimar bachha hai ghar mein urgent help,E-Commerce,negative,high,0
"Lab report galat aayi, second test mein alag results critical situation hai please help karo abhi",Healthcare,negative,high,0
Income certificate ke liye 2 mahine se chakkar laga raha hoon ullu banate ho customers ko,Government,negative,medium,1
"Lineman bribe maang raha hai connection ke liye, wrong hai ye ye toh zabardasti hai",Electricity,negative,low,0
Hospital bill mein galat charges add kiye gaye hain request hai,Healthcare,neutral,medium,0
Outgoing calls band kar di bina kisi warning ke worst service,Telecom,negative,medium,0
"Refund nahi mila cancelled ticket ka, 2 mahine ho gaye complaint darz kar raha hoon",Railways,neutral,medium,0
Sarkari officer bribe maang raha hai kaam karne ke liye mujhe jaankari chahiye,Government,neutral,low,0
RTI application ka jawab nahi mila 30 din mein request hai,Government,neutral,low,0
"Internet speed bahut slow hai, 2G jaisi feel ho rahi hai cheat kar rahe ho khullam khulla",Telecom,negative,medium,1
"Refund pending hai 15 din se, paisa wapas karo unacceptable",E-Commerce,negative,low,0
"SMS nahi aa raha important messages, very problematic bilkul galat hai",Telecom,negative,medium,0
Roaming charges bahut zyada laga diye trip mein pichle baar bahut achha support mila tha,Telecom,positive,low,0
"Mobile banking app crash ho rahi hai baar baar, useless app ummeed hai is baar bhi theek kar denge",Banking,positive,low,0
"Lineman bribe maang raha hai connection ke liye, wrong hai ye aasha hai jaldi theek hoga",Electricity,positive,low,0
New connection ke liye 3 mahine se wait kar rahe hain sab jhooth bolte ho,Electricity,negative,low,0
New connection ke liye 3 mahine se wait kar rahe hain jab possible ho theek kar dena,Electricity,neutral,low,0
Order deliver nahi hua par delivered show ho raha hai app mein ummeed hai is baar bhi theek kar denge,E-Commerce,positive,low,0
