text,department,sentiment,urgency,is_abusive
Order deliver nahi hua par delivered show ho raha hai app mein inform kar dena jab theek ho,E-Commerce,neutral,low,0
"Power cut ho rahi hai roz roz, kab theek hoga let me know the status",Electricity,neutral,low,0
"Credit card ka bill galat hai, extra charges laga diye unhone bahut shukriya pehle se help ke liye",Banking,positive,low,0
Outgoing calls band kar di bina kisi warning ke dekhte hain kya hota hai,Telecom,neutral,low,0
Order cancel kar diya aapne meri permission bina update chahiye complaint ka,E-Commerce,neutral,medium,0
Medicines expire ho chuki thi jo di gayi jaldi se theek karo yaar office mein problem ho rahi hai,Healthcare,neutral,medium,0
Ticket confirm nahi hua par paise kat gaye account se pareshaan kar diya,Railways,negative,low,0
Passport application status update nahi ho raha weeks se bohot pareshaan hoon is issue se please help,Government,negative,medium,0
Return request reject ho gaya bina reason ke itna bura experience pehle kabhi nahi tha,E-Commerce,negative,medium,0
"FD maturity ke paise abhi tak nahi mile, kitna wait karein please help karo",Banking,neutral,low,0
"Delivery boy ne rude behave kiya, acceptable nahi bijli 12 ghante se gai hai emergency hai",E-Commerce,negative,high,0
Order cancel kar diya aapne meri permission bina pareshaan kar diya,E-Commerce,negative,low,0
"Fake product mila, original nahi tha bilkul itna bura experience pehle kabhi nahi tha",E-Commerce,negative,medium,0
"Supply 12 ghante se band hai, koi update nahi de raha accident ho gaya hospital se baat karo",Electricity,negative,high,0
"SMS nahi aa raha important messages, very problematic dekhte hain kya hota hai",Telecom,neutral,medium,0
Return request reject ho gaya bina reason ke bilkul galat hai,E-Commerce,negative,medium,0
"Loan EMI double deduct ho gayi is month, very frustrating pareshaan kar diya",Banking,negative,low,0
"Refund pending hai 15 din se, paisa wapas karo ummeed hai theek hoga",E-Commerce,neutral,medium,0
"Refund nahi mila cancelled ticket ka, 2 mahine ho gaye bahut gussa aa raha hai",Railways,negative,low,0
Seller ne galat description diya product ka complaint darz kar raha hoon,E-Commerce,neutral,low,0
Interest rate galat calculate ki gayi meri FD par bahut nirasha hui,Banking,negative,medium,0
Sarkari officer bribe maang raha hai kaam karne ke liye koi bata sakta hai kya,Government,neutral,medium,0
Bill online pay kiya par receipt nahi mili abhi tak koi bata sakta hai kya,Electricity,neutral,medium,0
Reservation coach mein general passengers aa gaye bahut bura laga,Railways,negative,low,0
"FD maturity ke paise abhi tak nahi mile, kitna wait karein bahut nirasha hui",Banking,negative,medium,0
"Credit card ka bill galat hai, extra charges laga diye unhone jab possible ho theek kar dena",Banking,neutral,medium,0
Caste certificate reject ho gaya without reason accident ho gaya hospital se baat karo,Government,negative,high,0
"Refund pending hai 15 din se, paisa wapas karo inform kar dena jab theek ho",E-Commerce,neutral,low,0
Passport application status update nahi ho raha weeks se update chahiye complaint ka,Government,neutral,medium,0
"Mobile banking app crash ho rahi hai baar baar, useless app shame on you",Banking,negative,low,0
"Pension ruk gayi hai, senior citizen ko bahut problem hai koi bata sakta hai kya",Government,neutral,low,0
"Pension ruk gayi hai, senior citizen ko bahut problem hai confident hoon aap resolve kar lenge",Government,positive,low,0
"Bank branch mein koi sunata hi nahi, staff bahut rude hai ummeed hai is baar bhi theek kar denge",Banking,positive,low,0
Voltage fluctuation se ghar ka saman kharab ho gaya bahut gussa aa raha hai,Electricity,negative,medium,0
"Lineman bribe maang raha hai connection ke liye, wrong hai ye let me know the status",Electricity,neutral,medium,0
"Aadhaar update nahi ho raha, portal crash ho raha hai aap log bahut helpful hote hain usually",Government,positive,low,0
"Wrong product bheja gaya, size aur color dono galat solution chahiye",E-Commerce,neutral,medium,0
UPI transaction fail ho gayi par paise cut ho gaye account se please help karo,Banking,neutral,medium,0
Order deliver nahi hua par delivered show ho raha hai app mein pichle baar bahut achha support mila tha,E-Commerce,positive,low,0
Data pack khatam nahi hua tha fir bhi band kar diya pareshaan kar diya,Telecom,negative,low,0
"Supply 12 ghante se band hai, koi update nahi de raha emergency hai abhi turant help chahiye",Electricity,negative,high,0
New connection ke liye 3 mahine se wait kar rahe hain critical situation hai please help karo abhi,Electricity,negative,high,0
"Product damaged mila box kholne par, quality check nahi tha aap log bahut helpful hote hain usually",E-Commerce,positive,low,0
"Refund pending hai 15 din se, paisa wapas karo aap log bahut helpful hote hain usually",E-Commerce,positive,low,0
Discount nahi mila jo website par show ho raha tha sab jhooth bolte ho,E-Commerce,negative,low,0
Roaming charges bahut zyada laga diye trip mein ye toh zabardasti hai,Telecom,negative,medium,0
"Mobile banking app crash ho rahi hai baar baar, useless app bahut bura laga",Banking,negative,medium,0
Scholarship nahi mili jo milni chahiye thi students ko bahut bura laga,Government,negative,medium,0
Outgoing calls band kar di bina kisi warning ke ummeed hai is baar bhi theek kar denge,Telecom,positive,low,0
5G plan liya par 4G bhi nahi milta area mein team pe bharosa hai,Telecom,positive,low,0
"Meter reading galat hai, humne check kiya pichle baar bahut achha support mila tha",Electricity,positive,low,0
"Call drop ho rahi hai baar baar, baat nahi ho pa rahi complaint darz kar raha hoon",Telecom,neutral,medium,0
"Mera cheque bounce ho gaya unnecessarily, koi reason nahi diya bimar bachha hai ghar mein urgent help",Banking,negative,high,0
"Bijli bill bahut zyada aaya is baar, double ho gaya sab jhooth bolte ho",Electricity,negative,low,0
"Call drop ho rahi hai baar baar, baat nahi ho pa rahi aasha hai jaldi theek hoga",Telecom,positive,low,0
Passport application status update nahi ho raha weeks se bahut shukriya pehle se help ke liye,Government,positive,low,0
Ticket confirm nahi hua par paise kat gaye account se confident hoon aap resolve kar lenge,Railways,positive,low,0
5G plan liya par 4G bhi nahi milta area mein bilkul galat hai,Telecom,negative,medium,0
Doctor ne appointment cancel kar diya last minute par pichle baar bahut achha support mila tha,Healthcare,positive,low,0
"Pension ruk gayi hai, senior citizen ko bahut problem hai bahut gussa aa raha hai",Government,negative,low,0
Medicines expire ho chuki thi jo di gayi ye toh zabardasti hai,Healthcare,negative,low,0
"COD order mein bhi advance payment maang rahe ho, why kab theek hoga",E-Commerce,negative,medium,0
"Mobile banking app crash ho rahi hai baar baar, useless app mujhe jaankari chahiye",Banking,neutral,medium,0
Outgoing calls band kar di bina kisi warning ke bahut gussa aa raha hai,Telecom,negative,medium,0
"Power cut ho rahi hai roz roz, kab theek hoga no rush but complaint darz kar raha hoon",Electricity,neutral,low,0
"Call drop ho rahi hai baar baar, baat nahi ho pa rahi bimar bachha hai ghar mein urgent help",Telecom,negative,high,0
Income certificate ke liye 2 mahine se chakkar laga raha hoon ek baar bhi sahi se nahi kiya,Government,negative,low,0
Smart meter galat reading de raha hai sab jhooth bolte ho,Electricity,negative,low,0
Platform ticket machine kaam nahi kar rahi mujhe jaankari chahiye,Railways,neutral,low,0
"Mobile banking app crash ho rahi hai baar baar, useless app complaint darz kar raha hoon",Banking,neutral,low,0
"Product quality bahut kharab hai, waste of money team pe bharosa hai",E-Commerce,positive,low,0
Passport application status update nahi ho raha weeks se disgusting,Government,negative,medium,0
"Lab report galat aayi, second test mein alag results bahut shukriya pehle se help ke liye",Healthcare,positive,low,0
"Power cut ho rahi hai roz roz, kab theek hoga disgusting",Electricity,negative,low,0
"Bank branch mein koi sunata hi nahi, staff bahut rude hai kaafi din se yeh problem chal rahi hai",Banking,neutral,medium,0
Order deliver nahi hua par delivered show ho raha hai app mein koi bata sakta hai kya,E-Commerce,neutral,low,0
Mera savings account freeze kar diya without any notice team pe bharosa hai,Banking,positive,low,0
"Khana bahut ganda tha train mein, quality zero hai update chahiye complaint ka",Railways,neutral,medium,0
"Refund pending hai 15 din se, paisa wapas karo update chahiye complaint ka",E-Commerce,neutral,medium,0
Outgoing calls band kar di bina kisi warning ke koi bata sakta hai kya,Telecom,neutral,medium,0
"Ambulance bahut late aayi emergency mein, dangerous tha jab time mile tab resolve kar dena",Healthcare,neutral,low,0
"Net banking band ho gaya hai, login nahi ho raha bilkul bhi koi bata sakta hai kya",Banking,neutral,medium,0
"Ambulance bahut late aayi emergency mein, dangerous tha confident hoon aap resolve kar lenge",Healthcare,positive,low,0
RTI application ka jawab nahi mila 30 din mein bahut bura laga,Government,negative,medium,0
Income certificate ke liye 2 mahine se chakkar laga raha hoon aap log bahut helpful hote hain usually,Government,positive,low,0
Station par porter ne bahut zyada charge kiya ambulance late aayi aur patient critical tha,Railways,negative,high,0
"Waiting room ki haalat bahut kharab hai, cleaning nahi hoti team pe bharosa hai",Railways,positive,low,0
RTI application ka jawab nahi mila 30 din mein bilkul galat hai,Government,negative,low,0
Sarkari officer bribe maang raha hai kaam karne ke liye ummeed hai is baar bhi theek kar denge,Government,positive,low,0
"Medicine out of stock hai, alternative nahi bataya aap log bahut helpful hote hain usually",Healthcare,positive,low,0
Scholarship nahi mili jo milni chahiye thi students ko solution chahiye,Government,neutral,low,0
"Mobile banking app crash ho rahi hai baar baar, useless app ummeed hai theek hoga",Banking,neutral,medium,0
"Refund pending hai 15 din se, paisa wapas karo bilkul galat hai",E-Commerce,negative,medium,0
"Net banking band ho gaya hai, login nahi ho raha bilkul bhi disgusting",Banking,negative,medium,0
Order deliver nahi hua par delivered show ho raha hai app mein jab possible ho theek kar dena,E-Commerce,neutral,low,0
"Loan EMI double deduct ho gayi is month, very frustrating ye toh zabardasti hai",Banking,negative,low,0
Platform ticket machine kaam nahi kar rahi team pe bharosa hai,Railways,positive,low,0
UPI transaction fail ho gayi par paise cut ho gaye account se team pe bharosa hai,Banking,positive,low,0
Property registration mein delays ho rahi hain aap log bahut helpful hote hain usually,Government,positive,low,0
Doctor ne appointment cancel kar diya last minute par team pe bharosa hai,Healthcare,positive,low,0
Order cancel kar diya aapne meri permission bina sab jhooth bolte ho,E-Commerce,negative,low,0
Outgoing calls band kar di bina kisi warning ke jab time mile tab resolve kar dena,Telecom,neutral,low,0
Seller ne galat description diya product ka aap log bahut helpful hote hain usually,E-Commerce,positive,low,0
Station par porter ne bahut zyada charge kiya inform kar dena jab theek ho,Railways,neutral,medium,0
"Recharge kiya par balance nahi aaya, paisa waste ho gaya dekhte hain kya hota hai",Telecom,neutral,medium,0
Outgoing calls band kar di bina kisi warning ke ullu banate ho customers ko,Telecom,negative,medium,1
Medicines expire ho chuki thi jo di gayi bahut nirasha hui,Healthcare,negative,low,0
Discount nahi mila jo website par show ho raha tha aap log bahut helpful hote hain usually,E-Commerce,positive,low,0
"Ward mein cleanliness bahut kharab hai, infection risk please resolve",Healthcare,neutral,low,0
"Network nahi aa raha ghar pe, signal bilkul zero hai mujhe jaankari chahiye",Telecom,neutral,medium,0
"Lineman bribe maang raha hai connection ke liye, wrong hai ye important kaam ruk gaya is wajah se please",Electricity,negative,medium,0
Bill online pay kiya par receipt nahi mili abhi tak bahut shukriya pehle se help ke liye,Electricity,positive,low,0
Scholarship nahi mili jo milni chahiye thi students ko pareshaan kar diya,Government,negative,low,0
"Internet speed bahut slow hai, 2G jaisi feel ho rahi hai ummeed hai theek hoga",Telecom,neutral,medium,0
Port request reject kar diya bina koi reason bataye dekhte hain kya hota hai,Telecom,neutral,medium,0
"Lineman bribe maang raha hai connection ke liye, wrong hai ye bahut bura laga",Electricity,negative,low,0
OTP nahi aa raha important verification ke liye let me know the status,Telecom,neutral,low,0
"mera account se paise kat gaye bina kisi reason ke, please help karo aap log bahut helpful hote hain usually",Banking,positive,low,0
"Bank branch mein koi sunata hi nahi, staff bahut rude hai team pe bharosa hai",Banking,positive,low,0
Insurance claim reject ho gaya without valid reason solution chahiye,Healthcare,neutral,medium,0
Platform ticket machine kaam nahi kar rahi inform kar dena jab theek ho,Railways,neutral,low,0
OTP nahi aa raha important verification ke liye bijli 12 ghante se gai hai emergency hai,Telecom,negative,high,0
"Loan EMI double deduct ho gayi is month, very frustrating please help karo",Banking,neutral,medium,0
Smart meter galat reading de raha hai unacceptable,Electricity,negative,medium,0
Seller ne galat description diya product ka disgusting,E-Commerce,negative,medium,0
"Delivery boy ne rude behave kiya, acceptable nahi koi bata sakta hai kya",E-Commerce,neutral,low,0
"Lab report galat aayi, second test mein alag results confident hoon aap resolve kar lenge",Healthcare,positive,low,0
Bill online pay kiya par receipt nahi mili abhi tak bahut nirasha hui,Electricity,negative,medium,0
"Mobile banking app crash ho rahi hai baar baar, useless app har din aata hoon office mein issue hai",Banking,negative,medium,0
Property registration mein delays ho rahi hain critical situation hai please help karo abhi,Government,negative,high,0
Ticket confirm nahi hua par paise kat gaye account se mujhe jaankari chahiye,Railways,neutral,medium,0
"mera account se paise kat gaye bina kisi reason ke, please help karo agar possible ho to theek kar dena",Banking,neutral,low,0
"COD order mein bhi advance payment maang rahe ho, why jab possible ho theek kar dena",E-Commerce,neutral,medium,0
"Aadhaar update nahi ho raha, portal crash ho raha hai koi bata sakta hai kya",Government,neutral,low,0
Income certificate ke liye 2 mahine se chakkar laga raha hoon kab theek hoga,Government,negative,medium,0
Station par porter ne bahut zyada charge kiya emergency hai abhi turant help chahiye,Railways,negative,high,0
"Product damaged mila box kholne par, quality check nahi tha pareshaan kar diya",E-Commerce,negative,medium,0
"Doctor ne theek se examine nahi kiya, jaldi mein tha please resolve",Healthcare,neutral,low,0
"Delivery boy ne rude behave kiya, acceptable nahi dekhte hain kya hota hai",E-Commerce,neutral,low,0
"Waiting room ki haalat bahut kharab hai, cleaning nahi hoti bohot pareshaan hoon is issue se please help",Railways,negative,medium,0
"Product damaged mila box kholne par, quality check nahi tha bahut nirasha hui",E-Commerce,negative,low,0
"Transformer kharab hai colony mein, koi nahi aa raha fix karne mujhe jaankari chahiye",Electricity,neutral,medium,0
Mera savings account freeze kar diya without any notice shame on you,Banking,negative,medium,0
"Bank branch mein koi sunata hi nahi, staff bahut rude hai bahut gussa aa raha hai",Banking,negative,medium,0
Online appointment system kaam nahi kar raha shame on you,Healthcare,negative,medium,0
"Pension ruk gayi hai, senior citizen ko bahut problem hai jaldi se theek karo yaar office mein problem ho rahi hai",Government,negative,medium,0
Data pack khatam nahi hua tha fir bhi band kar diya ummeed hai theek hoga,Telecom,neutral,low,0
"Bank branch mein koi sunata hi nahi, staff bahut rude hai jab possible ho theek kar dena",Banking,neutral,low,0
Mera savings account freeze kar diya without any notice please help karo,Banking,neutral,low,0
Insurance claim reject ho gaya without valid reason unacceptable,Healthcare,negative,low,0
Hospital bill mein galat charges add kiye gaye hain confident hoon aap resolve kar lenge,Healthcare,positive,low,0
"Power cut ho rahi hai roz roz, kab theek hoga 2-3 din mein resolve karo please",Electricity,neutral,medium,0
Property registration mein delays ho rahi hain jab time mile tab resolve kar dena,Government,neutral,low,0
Reservation coach mein general passengers aa gaye ek baar bhi sahi se nahi kiya,Railways,negative,medium,0
Data pack khatam nahi hua tha fir bhi band kar diya pichle baar bahut achha support mila tha,Telecom,positive,low,0
"Train 5 ghante late hai, koi announcement nahi ki confident hoon aap resolve kar lenge",Railways,positive,low,0
RTI application ka jawab nahi mila 30 din mein bahut serious matter hai ye turant resolve karo,Government,negative,high,0
Platform ticket machine kaam nahi kar rahi bimar bachha hai ghar mein urgent help,Railways,negative,high,0
Station par porter ne bahut zyada charge kiya shame on you,Railways,negative,low,0
Property registration mein delays ho rahi hain kaafi din se yeh problem chal rahi hai,Government,negative,medium,0
Seller ne galat description diya product ka mujhe jaankari chahiye,E-Commerce,neutral,low,0
PAN card address update nahi ho rahi online please resolve,Government,neutral,medium,0
"Mera cheque bounce ho gaya unnecessarily, koi reason nahi diya bahut shukriya pehle se help ke liye",Banking,positive,low,0
Medicines expire ho chuki thi jo di gayi bahut shukriya pehle se help ke liye,Healthcare,positive,low,0
"Call drop ho rahi hai baar baar, baat nahi ho pa rahi itna bura experience pehle kabhi nahi tha",Telecom,negative,low,0
UPI transaction fail ho gayi par paise cut ho gaye account se solution chahiye,Banking,neutral,low,0
"Waiting room ki haalat bahut kharab hai, cleaning nahi hoti bilkul galat hai",Railways,negative,low,0
Sarkari officer bribe maang raha hai kaam karne ke liye disgusting,Government,negative,medium,0
Hospital bill mein galat charges add kiye gaye hain koi bata sakta hai kya,Healthcare,neutral,medium,0
"Call drop ho rahi hai baar baar, baat nahi ho pa rahi bahut bura laga",Telecom,negative,low,0
Roaming charges bahut zyada laga diye trip mein update chahiye complaint ka,Telecom,neutral,low,0
"mera account se paise kat gaye bina kisi reason ke, please help karo bahut shukriya pehle se help ke liye",Banking,positive,low,0
"AC coach mein AC band hai, bahut garmi ho rahi hai disgusting",Railways,negative,medium,0
Caste certificate reject ho gaya without reason ambulance late aayi aur patient critical tha,Government,negative,high,0
Smart meter galat reading de raha hai shame on you,Electricity,negative,low,0
"Transformer kharab hai colony mein, koi nahi aa raha fix karne ummeed hai is baar bhi theek kar denge",Electricity,positive,low,0
Roaming charges bahut zyada laga diye trip mein please help karo,Telecom,neutral,low,0
"Mera cheque bounce ho gaya unnecessarily, koi reason nahi diya please help karo",Banking,neutral,low,0
"Transformer kharab hai colony mein, koi nahi aa raha fix karne bilkul galat hai",Electricity,negative,low,0
"Aadhaar update nahi ho raha, portal crash ho raha hai ummeed hai theek hoga",Government,neutral,medium,0
"Doctor ne theek se examine nahi kiya, jaldi mein tha ummeed hai is baar bhi theek kar denge",Healthcare,positive,low,0
"Mera cheque bounce ho gaya unnecessarily, koi reason nahi diya ye toh zabardasti hai",Banking,negative,medium,0
Doctor ne appointment cancel kar diya last minute par update chahiye complaint ka,Healthcare,neutral,low,0
"Doctor ne theek se examine nahi kiya, jaldi mein tha 2-3 din mein resolve karo please",Healthcare,neutral,medium,0
Income certificate ke liye 2 mahine se chakkar laga raha hoon ummeed hai is baar bhi theek kar denge,Government,positive,low,0
"Ward mein cleanliness bahut kharab hai, infection risk please help karo",Healthcare,neutral,low,0
Online appointment system kaam nahi kar raha update chahiye complaint ka,Healthcare,neutral,low,0
Hospital bill mein galat charges add kiye gaye hain kab theek hoga,Healthcare,negative,low,0
"Khana bahut ganda tha train mein, quality zero hai koi urgent nahi hai but issue hai please dekh lena",Railways,neutral,low,0
"Call drop ho rahi hai baar baar, baat nahi ho pa rahi bohot pareshaan hoon is issue se please help",Telecom,negative,medium,0
"Medicine out of stock hai, alternative nahi bataya update chahiye complaint ka",Healthcare,neutral,low,0
Voltage fluctuation se ghar ka saman kharab ho gaya let me know the status,Electricity,neutral,low,0
RTI application ka jawab nahi mila 30 din mein har din aata hoon office mein issue hai,Government,neutral,medium,0
Reservation coach mein general passengers aa gaye unacceptable,Railways,negative,low,0
Caste certificate reject ho gaya without reason bahut shukriya pehle se help ke liye,Government,positive,low,0
"AC coach mein AC band hai, bahut garmi ho rahi hai kab theek hoga",Railways,negative,low,0
ATM se cash nahi nikla but account se deduct ho gaya yaar bohot pareshaan hoon is issue se please help,Banking,negative,medium,0
"Customer care number pe koi nahi uthata, 1 ghante se hold par hoon kaafi din se yeh problem chal rahi hai",Telecom,neutral,medium,0
"Fake product mila, original nahi tha bilkul chor hain sab",E-Commerce,negative,medium,1
"Aadhaar update nahi ho raha, portal crash ho raha hai inform kar dena jab theek ho",Government,neutral,low,0
Data pack khatam nahi hua tha fir bhi band kar diya update chahiye complaint ka,Telecom,neutral,low,0
Port request reject kar diya bina koi reason bataye ummeed hai theek hoga,Telecom,neutral,low,0
Order cancel kar diya aapne meri permission bina aap log bahut helpful hote hain usually,E-Commerce,positive,low,0
"Medicine out of stock hai, alternative nahi bataya dhoka hai ye",Healthcare,negative,medium,1
Interest rate galat calculate ki gayi meri FD par accident ho gaya hospital se baat karo,Banking,negative,high,0
"AC coach mein AC band hai, bahut garmi ho rahi hai ye toh zabardasti hai",Railways,negative,medium,0
Smart meter galat reading de raha hai update chahiye complaint ka,Electricity,neutral,medium,0
Insurance claim reject ho gaya without valid reason confident hoon aap resolve kar lenge,Healthcare,positive,low,0
Bill online pay kiya par receipt nahi mili abhi tak inform kar dena jab theek ho,Electricity,neutral,low,0
"Bank branch mein koi sunata hi nahi, staff bahut rude hai disgusting",Banking,negative,low,0
Reservation coach mein general passengers aa gaye 2-3 din mein resolve karo please,Railways,neutral,medium,0
Scholarship nahi mili jo milni chahiye thi students ko yeh toh dakaiti hai,Government,negative,medium,1
"AC coach mein AC band hai, bahut garmi ho rahi hai ummeed hai theek hoga",Railways,neutral,medium,0
"Train mein theft ho gaya, TTE kuch nahi kar raha request hai",Railways,neutral,low,0
"Network nahi aa raha ghar pe, signal bilkul zero hai pichle baar bahut achha support mila tha",Telecom,positive,low,0
Income certificate ke liye 2 mahine se chakkar laga raha hoon ye toh zabardasti hai,Government,negative,low,0
New connection ke liye 3 mahine se wait kar rahe hain jab time mile tab resolve kar dena,Electricity,neutral,low,0
Caste certificate reject ho gaya without reason ummeed hai theek hoga,Government,neutral,low,0
Hospital bill mein galat charges add kiye gaye hain itna bura experience pehle kabhi nahi tha,Healthcare,negative,medium,0
"Lab report galat aayi, second test mein alag results ye toh zabardasti hai",Healthcare,negative,low,0
"FD maturity ke paise abhi tak nahi mile, kitna wait karein update chahiye complaint ka",Banking,neutral,medium,0
Doctor ne appointment cancel kar diya last minute par solution chahiye,Healthcare,neutral,medium,0
"Recharge kiya par balance nahi aaya, paisa waste ho gaya ummeed hai is baar bhi theek kar denge",Telecom,positive,low,0
Reservation coach mein general passengers aa gaye complaint darz kar raha hoon,Railways,neutral,low,0
Interest rate galat calculate ki gayi meri FD par team pe bharosa hai,Banking,positive,low,0
Platform ticket machine kaam nahi kar rahi no rush but complaint darz kar raha hoon,Railways,neutral,low,0
Interest rate galat calculate ki gayi meri FD par complaint darz kar raha hoon,Banking,neutral,low,0
Mera savings account freeze kar diya without any notice koi bata sakta hai kya,Banking,neutral,low,0
Interest rate galat calculate ki gayi meri FD par bahut gussa aa raha hai,Banking,negative,medium,0
UPI transaction fail ho gayi par paise cut ho gaye account se bahut gussa aa raha hai,Banking,negative,low,0
"Fake product mila, original nahi tha bilkul kab theek hoga",E-Commerce,negative,medium,0
RTI application ka jawab nahi mila 30 din mein shame on you,Government,negative,medium,0
Data pack khatam nahi hua tha fir bhi band kar diya ek baar bhi sahi se nahi kiya,Telecom,negative,low,0
Reservation coach mein general passengers aa gaye aasha hai jaldi theek hoga,Railways,positive,low,0
"Meter reading galat hai, humne check kiya dekhte hain kya hota hai",Electricity,neutral,low,0
Passport application status update nahi ho raha weeks se please resolve,Government,neutral,low,0
Scholarship nahi mili jo milni chahiye thi students ko confident hoon aap resolve kar lenge,Government,positive,low,0
"Refund nahi mila cancelled ticket ka, 2 mahine ho gaye har din aata hoon office mein issue hai",Railways,neutral,medium,0
Smart meter galat reading de raha hai koi bata sakta hai kya,Electricity,neutral,low,0
Interest rate galat calculate ki gayi meri FD par ummeed hai theek hoga,Banking,neutral,low,0
Scholarship nahi mili jo milni chahiye thi students ko dekhte hain kya hota hai,Government,neutral,low,0
"Train 5 ghante late hai, koi announcement nahi ki jaan ka khatra hai please urgent basis par",Railways,negative,high,0
"Waiting room ki haalat bahut kharab hai, cleaning nahi hoti itna bura experience pehle kabhi nahi tha",Railways,negative,medium,0
Return request reject ho gaya bina reason ke mujhe jaankari chahiye,E-Commerce,neutral,medium,0
"Train 5 ghante late hai, koi announcement nahi ki koi bata sakta hai kya",Railways,neutral,medium,0
"Train mein theft ho gaya, TTE kuch nahi kar raha aap log bahut helpful hote hain usually",Railways,positive,low,0
"Network nahi aa raha ghar pe, signal bilkul zero hai important kaam ruk gaya is wajah se please",Telecom,negative,medium,0
Return request reject ho gaya bina reason ke worst service,E-Commerce,negative,medium,0
PAN card address update nahi ho rahi online agar possible ho to theek kar dena,Government,neutral,low,0
Port request reject kar diya bina koi reason bataye loot rahe ho,Telecom,negative,medium,1
PAN card address update nahi ho rahi online bahut bura laga,Government,negative,low,0
"COD order mein bhi advance payment maang rahe ho, why slowly but theek kar dena please",E-Commerce,neutral,low,0
"Lab report galat aayi, second test mein alag results slowly but theek kar dena please",Healthcare,neutral,low,0
"Aadhaar update nahi ho raha, portal crash ho raha hai bahut nirasha hui",Government,negative,medium,0
ATM se cash nahi nikla but account se deduct ho gaya yaar slowly but theek kar dena please,Banking,neutral,low,0
Property registration mein delays ho rahi hain worst service,Government,negative,medium,0
"Mera cheque bounce ho gaya unnecessarily, koi reason nahi diya jaan ka khatra hai please urgent basis par",Banking,negative,high,0
Platform ticket machine kaam nahi kar rahi agar possible ho to theek kar dena,Railways,neutral,low,0
"Doctor ne theek se examine nahi kiya, jaldi mein tha jab possible ho theek kar dena",Healthcare,neutral,medium,0
Order cancel kar diya aapne meri permission bina please resolve,E-Commerce,neutral,low,0
